CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
1127,1127,2,ExpressShip,1,Centro Norte,1,En preparación,2024-09-29,2024-10-25
1128,1128,2,ExpressShip,2,Centro Sur,3,Entregado,2024-02-22,2024-05-31
1129,1129,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-11-12,2024-11-15
1130,1130,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-04-20,2024-11-14
1131,1131,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-08-27,2024-09-08
1132,1132,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-02-04,2024-08-12
1133,1133,5,ShipPro,5,Centro Central,4,Devuelto,2024-04-22,2024-09-16
1134,1134,5,ShipPro,4,Centro Este,2,En tránsito,2024-04-02,2024-06-30
1135,1135,4,QuickSend,4,Centro Este,1,En preparación,2024-04-13,2024-09-10
1136,1136,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-04-10,2024-11-01
1137,1137,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-09-16,2024-10-05
1138,1138,5,ShipPro,4,Centro Este,3,Entregado,2024-03-02,2024-08-17
1139,1139,1,FastDelivery,5,Centro Central,4,Devuelto,2024-10-12,2024-11-01
1140,1140,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-09-23,2024-10-05
1141,1141,2,ExpressShip,5,Centro Central,3,Entregado,2024-08-12,2024-09-05
1142,1142,5,ShipPro,2,Centro Sur,3,Entregado,2024-08-31,2024-11-12
1143,1143,2,ExpressShip,2,Centro Sur,3,Entregado,2024-11-02,2024-11-18
1144,1144,1,FastDelivery,5,Centro Central,3,Entregado,2024-08-17,2024-11-10
1145,1145,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-01-05,2024-03-03
1146,1146,4,QuickSend,5,Centro Central,2,En tránsito,2024-11-04,2024-11-14
1147,1147,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-01-04,2024-07-05
1148,1148,5,ShipPro,1,Centro Norte,4,Devuelto,2024-04-30,2024-07-16
1149,1149,4,QuickSend,1,Centro Norte,4,Devuelto,2024-09-15,2024-10-27
1150,1150,5,ShipPro,4,Centro Este,4,Devuelto,2024-10-28,2024-11-17
1151,1151,5,ShipPro,4,Centro Este,1,En preparación,2024-10-17,2024-10-19
1152,1152,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-01-30,2024-05-26
1153,1153,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-04-07,2024-05-21
1154,1154,4,QuickSend,2,Centro Sur,3,Entregado,2024-09-24,2024-10-30
1155,1155,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-08-29,2024-10-29
1156,1156,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-08-09,2024-08-19
1157,1157,5,ShipPro,5,Centro Central,4,Devuelto,2024-06-16,2024-08-05
1158,1158,2,ExpressShip,4,Centro Este,2,En tránsito,2024-05-27,2024-05-27
1159,1159,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-07-07,2024-09-08
1160,1160,5,ShipPro,5,Centro Central,1,En preparación,2024-08-25,2024-10-09
1161,1161,5,ShipPro,5,Centro Central,1,En preparación,2024-07-08,2024-09-19
1162,1162,4,QuickSend,5,Centro Central,2,En tránsito,2024-04-28,2024-08-05
1163,1163,1,FastDelivery,1,Centro Norte,1,En preparación,2024-09-23,2024-10-10
1164,1164,4,QuickSend,4,Centro Este,4,Devuelto,2024-11-17,2024-11-17
1165,1165,3,GlobalCourier,5,Centro Central,1,En preparación,2024-01-09,2024-02-29
1166,1166,5,ShipPro,1,Centro Norte,1,En preparación,2024-04-11,2024-11-13
1167,1167,5,ShipPro,1,Centro Norte,3,Entregado,2024-06-06,2024-07-28
1168,1168,5,ShipPro,1,Centro Norte,3,Entregado,2024-01-04,2024-09-03
1169,1169,2,ExpressShip,5,Centro Central,4,Devuelto,2024-04-27,2024-07-14
1170,1170,5,ShipPro,1,Centro Norte,2,En tránsito,2024-01-17,2024-03-20
1171,1171,2,ExpressShip,2,Centro Sur,3,Entregado,2024-08-12,2024-11-05
1172,1172,5,ShipPro,3,Centro Oeste,1,En preparación,2024-09-30,2024-10-04
1173,1173,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-09-08,2024-09-14
1174,1174,3,GlobalCourier,5,Centro Central,3,Entregado,2024-04-27,2024-06-07
1175,1175,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-09-28,2024-10-19
1176,1176,4,QuickSend,4,Centro Este,4,Devuelto,2024-05-19,2024-06-13
1177,1177,1,FastDelivery,5,Centro Central,1,En preparación,2024-04-21,2024-10-02
1178,1178,5,ShipPro,2,Centro Sur,3,Entregado,2024-05-30,2024-06-08
1179,1179,1,FastDelivery,4,Centro Este,2,En tránsito,2024-01-29,2024-10-24
1180,1180,2,ExpressShip,2,Centro Sur,1,En preparación,2024-08-25,2024-09-23
1181,1181,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-07-23,2024-09-07
1182,1182,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-07-28,2024-07-29
1183,1183,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-08-30,2024-10-08
1184,1184,5,ShipPro,5,Centro Central,3,Entregado,2024-03-28,2024-06-14
1185,1185,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-11-15,2024-11-17
1186,1186,1,FastDelivery,5,Centro Central,2,En tránsito,2024-07-24,2024-09-29
1187,1187,2,ExpressShip,4,Centro Este,1,En preparación,2024-05-22,2024-10-18
1188,1188,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-11-06,2024-11-10
1189,1189,5,ShipPro,2,Centro Sur,2,En tránsito,2024-07-08,2024-08-16
1190,1190,1,FastDelivery,5,Centro Central,3,Entregado,2024-04-26,2024-07-27
1191,1191,3,GlobalCourier,5,Centro Central,3,Entregado,2024-01-13,2024-08-18
1192,1192,4,QuickSend,5,Centro Central,4,Devuelto,2024-04-14,2024-07-30
1193,1193,3,GlobalCourier,5,Centro Central,3,Entregado,2024-08-19,2024-09-12
1194,1194,1,FastDelivery,4,Centro Este,2,En tránsito,2024-02-09,2024-06-22
1195,1195,5,ShipPro,2,Centro Sur,4,Devuelto,2024-04-17,2024-05-04
1196,1196,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-08-05,2024-11-13
1197,1197,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-11-09,2024-11-13
1198,1198,5,ShipPro,5,Centro Central,3,Entregado,2024-07-24,2024-10-09
1199,1199,5,ShipPro,2,Centro Sur,1,En preparación,2024-02-04,2024-08-20
1200,1200,4,QuickSend,5,Centro Central,1,En preparación,2024-04-29,2024-08-26
1201,1201,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-02-07,2024-09-29
1202,1202,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-02-05,2024-08-25
1203,1203,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-06-07,2024-08-18
1204,1204,5,ShipPro,1,Centro Norte,4,Devuelto,2024-06-15,2024-07-21
1205,1205,4,QuickSend,5,Centro Central,2,En tránsito,2024-09-15,2024-09-18
1206,1206,1,FastDelivery,1,Centro Norte,3,Entregado,2024-01-13,2024-09-15
1207,1207,4,QuickSend,5,Centro Central,3,Entregado,2024-10-04,2024-10-26
1208,1208,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-03-15,2024-08-01
1209,1209,5,ShipPro,2,Centro Sur,4,Devuelto,2024-03-23,2024-10-23
1210,1210,4,QuickSend,4,Centro Este,4,Devuelto,2024-06-28,2024-08-27
1211,1211,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-01-07,2024-01-27
1212,1212,4,QuickSend,2,Centro Sur,4,Devuelto,2024-01-20,2024-04-09
1213,1213,4,QuickSend,5,Centro Central,4,Devuelto,2024-10-31,2024-11-01
1214,1214,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-07-25,2024-10-27
1215,1215,3,GlobalCourier,5,Centro Central,1,En preparación,2024-08-01,2024-09-25
1216,1216,2,ExpressShip,2,Centro Sur,3,Entregado,2024-02-19,2024-03-24
1217,1217,5,ShipPro,1,Centro Norte,4,Devuelto,2024-08-08,2024-08-12
1218,1218,1,FastDelivery,1,Centro Norte,3,Entregado,2024-02-09,2024-09-23
1219,1219,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-03-26,2024-11-07
1220,1220,4,QuickSend,1,Centro Norte,3,Entregado,2024-06-09,2024-11-18
1221,1221,2,ExpressShip,1,Centro Norte,1,En preparación,2024-09-26,2024-10-21
1222,1222,1,FastDelivery,4,Centro Este,1,En preparación,2024-08-29,2024-10-12
1223,1223,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-08-07,2024-09-28
1224,1224,2,ExpressShip,2,Centro Sur,1,En preparación,2024-01-29,2024-05-14
1225,1225,4,QuickSend,5,Centro Central,4,Devuelto,2024-03-18,2024-08-30
1226,1226,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-03-21,2024-10-10
1227,1227,2,ExpressShip,5,Centro Central,2,En tránsito,2024-10-21,2024-10-28
1228,1228,5,ShipPro,1,Centro Norte,4,Devuelto,2024-07-20,2024-10-27
1229,1229,1,FastDelivery,5,Centro Central,1,En preparación,2024-09-16,2024-11-15
1230,1230,2,ExpressShip,2,Centro Sur,3,Entregado,2024-03-22,2024-03-28
1231,1231,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-04-13,2024-06-19
1232,1232,4,QuickSend,2,Centro Sur,1,En preparación,2024-05-15,2024-10-04
1233,1233,5,ShipPro,4,Centro Este,1,En preparación,2024-11-18,2024-11-18
1234,1234,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-07-13,2024-08-21
1235,1235,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-01-21,2024-10-08
1236,1236,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-11-10,2024-11-10
1237,1237,4,QuickSend,4,Centro Este,2,En tránsito,2024-10-12,2024-10-21
1238,1238,2,ExpressShip,2,Centro Sur,3,Entregado,2024-07-06,2024-08-17
1239,1239,5,ShipPro,4,Centro Este,4,Devuelto,2024-04-04,2024-08-04
1240,1240,2,ExpressShip,5,Centro Central,1,En preparación,2024-05-05,2024-07-15
1241,1241,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-10-18,2024-10-26
1242,1242,1,FastDelivery,2,Centro Sur,3,Entregado,2024-08-21,2024-10-08
1243,1243,4,QuickSend,5,Centro Central,4,Devuelto,2024-09-22,2024-10-10
1244,1244,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-09-16,2024-10-18
1245,1245,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-02-22,2024-03-12
1246,1246,5,ShipPro,1,Centro Norte,2,En tránsito,2024-05-25,2024-07-05
1247,1247,2,ExpressShip,1,Centro Norte,3,Entregado,2024-07-26,2024-10-01
1248,1248,1,FastDelivery,4,Centro Este,3,Entregado,2024-05-24,2024-06-04
1249,1249,2,ExpressShip,4,Centro Este,2,En tránsito,2024-11-17,2024-11-18
1250,1250,4,QuickSend,3,Centro Oeste,1,En preparación,2024-05-23,2024-11-08
1251,1251,4,QuickSend,2,Centro Sur,4,Devuelto,2024-03-30,2024-04-12
1252,1252,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-01-14,2024-02-24
1253,1253,5,ShipPro,5,Centro Central,2,En tránsito,2024-08-24,2024-11-11
1254,1254,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-10-25,2024-11-17
1255,1255,2,ExpressShip,4,Centro Este,1,En preparación,2024-11-17,2024-11-18
1256,1256,5,ShipPro,4,Centro Este,4,Devuelto,2024-06-08,2024-07-12
1257,1257,4,QuickSend,4,Centro Este,1,En preparación,2024-04-22,2024-06-13
1258,1258,1,FastDelivery,5,Centro Central,3,Entregado,2024-06-07,2024-07-04
1259,1259,3,GlobalCourier,4,Centro Este,1,En preparación,2024-04-07,2024-07-23
1260,1260,3,GlobalCourier,4,Centro Este,3,Entregado,2024-08-13,2024-08-15
1261,1261,1,FastDelivery,2,Centro Sur,3,Entregado,2024-08-07,2024-10-16
1262,1262,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-10-01,2024-11-01
1263,1263,4,QuickSend,2,Centro Sur,3,Entregado,2024-11-14,2024-11-18
1264,1264,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-11-16,2024-11-16
1265,1265,5,ShipPro,5,Centro Central,1,En preparación,2024-10-10,2024-10-21
1266,1266,4,QuickSend,3,Centro Oeste,3,Entregado,2024-04-02,2024-09-14
1267,1267,4,QuickSend,2,Centro Sur,3,Entregado,2024-09-12,2024-09-19
1268,1268,2,ExpressShip,5,Centro Central,4,Devuelto,2024-04-11,2024-10-03
1269,1269,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-03-29,2024-09-14
1270,1270,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-09-21,2024-10-22
1271,1271,4,QuickSend,1,Centro Norte,2,En tránsito,2024-02-14,2024-05-23
1272,1272,5,ShipPro,5,Centro Central,1,En preparación,2024-06-16,2024-08-13
1273,1273,1,FastDelivery,5,Centro Central,4,Devuelto,2024-04-05,2024-07-13
1274,1274,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-11-03,2024-11-06
1275,1275,1,FastDelivery,5,Centro Central,1,En preparación,2024-01-11,2024-09-23
1276,1276,5,ShipPro,2,Centro Sur,2,En tránsito,2024-08-31,2024-09-27
1277,1277,2,ExpressShip,4,Centro Este,2,En tránsito,2024-06-13,2024-11-18
1278,1278,5,ShipPro,2,Centro Sur,3,Entregado,2024-02-15,2024-08-09
1279,1279,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-10-28,2024-11-01
1280,1280,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-07-18,2024-07-26
1281,1281,5,ShipPro,2,Centro Sur,1,En preparación,2024-04-10,2024-04-11
1282,1282,5,ShipPro,4,Centro Este,2,En tránsito,2024-06-18,2024-10-29
1283,1283,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-05-29,2024-11-04
1284,1284,1,FastDelivery,1,Centro Norte,1,En preparación,2024-03-29,2024-04-05
1285,1285,5,ShipPro,4,Centro Este,4,Devuelto,2024-06-09,2024-06-21
1286,1286,3,GlobalCourier,4,Centro Este,3,Entregado,2024-10-10,2024-10-21
1287,1287,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-04-05,2024-10-22
1288,1288,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-07-03,2024-09-28
1289,1289,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-03-11,2024-07-10
1290,1290,5,ShipPro,1,Centro Norte,3,Entregado,2024-09-28,2024-11-01
1291,1291,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-02-16,2024-11-17
1292,1292,4,QuickSend,5,Centro Central,4,Devuelto,2024-02-13,2024-05-10
1293,1293,4,QuickSend,2,Centro Sur,1,En preparación,2024-01-01,2024-09-09
1294,1294,4,QuickSend,3,Centro Oeste,1,En preparación,2024-10-26,2024-10-29
1295,1295,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-01-30,2024-10-29
1296,1296,4,QuickSend,4,Centro Este,3,Entregado,2024-07-25,2024-10-28
1297,1297,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-11-18,2024-11-18
1298,1298,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-04-12,2024-04-15
1299,1299,2,ExpressShip,2,Centro Sur,3,Entregado,2024-05-21,2024-10-19
1300,1300,1,FastDelivery,4,Centro Este,3,Entregado,2024-07-27,2024-10-01
1301,1301,4,QuickSend,2,Centro Sur,1,En preparación,2024-07-08,2024-09-27
1302,1302,4,QuickSend,3,Centro Oeste,3,Entregado,2024-02-08,2024-05-19
1303,1303,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-10-10,2024-10-26
1304,1304,1,FastDelivery,2,Centro Sur,1,En preparación,2024-11-11,2024-11-14
1305,1305,5,ShipPro,4,Centro Este,1,En preparación,2024-09-18,2024-10-13
1306,1306,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-09-28,2024-10-29
1307,1307,4,QuickSend,5,Centro Central,4,Devuelto,2024-11-04,2024-11-07
1308,1308,5,ShipPro,3,Centro Oeste,3,Entregado,2024-10-16,2024-10-20
1309,1309,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-02-18,2024-02-22
1310,1310,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-05-11,2024-09-15
1311,1311,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-02-22,2024-10-03
1312,1312,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-11-11,2024-11-14
1313,1313,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-08-03,2024-11-11
1314,1314,5,ShipPro,5,Centro Central,4,Devuelto,2024-07-05,2024-09-29
1315,1315,4,QuickSend,4,Centro Este,4,Devuelto,2024-08-06,2024-09-19
1316,1316,2,ExpressShip,2,Centro Sur,1,En preparación,2024-05-31,2024-11-17
1317,1317,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-02-06,2024-07-05
1318,1318,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-08-25,2024-10-24
1319,1319,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-09-16,2024-09-26
1320,1320,1,FastDelivery,1,Centro Norte,3,Entregado,2024-05-29,2024-06-14
1321,1321,1,FastDelivery,1,Centro Norte,1,En preparación,2024-03-03,2024-04-26
1322,1322,5,ShipPro,5,Centro Central,3,Entregado,2024-02-06,2024-04-23
1323,1323,5,ShipPro,2,Centro Sur,1,En preparación,2024-02-23,2024-09-18
1324,1324,4,QuickSend,1,Centro Norte,4,Devuelto,2024-07-10,2024-08-27
1325,1325,5,ShipPro,1,Centro Norte,2,En tránsito,2024-08-09,2024-08-23
1326,1326,4,QuickSend,1,Centro Norte,3,Entregado,2024-05-20,2024-06-21
1327,1327,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-05-18,2024-09-14
1328,1328,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-07-21,2024-09-27
1329,1329,5,ShipPro,1,Centro Norte,2,En tránsito,2024-08-31,2024-09-17
1330,1330,4,QuickSend,2,Centro Sur,4,Devuelto,2024-04-25,2024-06-04
1331,1331,4,QuickSend,2,Centro Sur,2,En tránsito,2024-01-18,2024-08-17
1332,1332,1,FastDelivery,2,Centro Sur,1,En preparación,2024-09-07,2024-10-16
1333,1333,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-02-02,2024-06-20
1334,1334,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-02-29,2024-06-14
1335,1335,4,QuickSend,1,Centro Norte,4,Devuelto,2024-02-11,2024-04-21
1336,1336,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-05-22,2024-10-10
1337,1337,5,ShipPro,1,Centro Norte,1,En preparación,2024-01-19,2024-06-13
1338,1338,5,ShipPro,2,Centro Sur,4,Devuelto,2024-06-15,2024-10-23
1339,1339,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-06-11,2024-09-24
1340,1340,5,ShipPro,4,Centro Este,2,En tránsito,2024-10-18,2024-10-31
1341,1341,2,ExpressShip,5,Centro Central,4,Devuelto,2024-07-27,2024-10-01
1342,1342,1,FastDelivery,5,Centro Central,3,Entregado,2024-06-30,2024-10-03
1343,1343,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-06-07,2024-08-03
1344,1344,4,QuickSend,2,Centro Sur,2,En tránsito,2024-07-01,2024-08-09
1345,1345,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-11-01,2024-11-01
1346,1346,5,ShipPro,4,Centro Este,1,En preparación,2024-02-10,2024-09-21
1347,1347,1,FastDelivery,5,Centro Central,2,En tránsito,2024-07-25,2024-09-23
1348,1348,5,ShipPro,5,Centro Central,3,Entregado,2024-03-11,2024-07-27
1349,1349,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-03-02,2024-08-08
1350,1350,3,GlobalCourier,4,Centro Este,1,En preparación,2024-09-13,2024-11-04
1351,1351,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-06-09,2024-10-02
1352,1352,2,ExpressShip,1,Centro Norte,1,En preparación,2024-01-01,2024-05-12
1353,1353,1,FastDelivery,1,Centro Norte,3,Entregado,2024-08-09,2024-10-22
1354,1354,4,QuickSend,4,Centro Este,2,En tránsito,2024-05-05,2024-09-11
1355,1355,5,ShipPro,2,Centro Sur,1,En preparación,2024-01-15,2024-10-29
1356,1356,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-01-21,2024-02-26
1357,1357,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-11-15,2024-11-17
1358,1358,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-03-25,2024-09-16
1359,1359,5,ShipPro,4,Centro Este,3,Entregado,2024-09-24,2024-10-25
1360,1360,5,ShipPro,5,Centro Central,4,Devuelto,2024-11-12,2024-11-14
1361,1361,4,QuickSend,5,Centro Central,1,En preparación,2024-07-08,2024-07-25
1362,1362,4,QuickSend,3,Centro Oeste,3,Entregado,2024-10-16,2024-11-10
1363,1363,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-07-01,2024-09-26
1364,1364,1,FastDelivery,4,Centro Este,4,Devuelto,2024-08-01,2024-11-17
1365,1365,2,ExpressShip,5,Centro Central,3,Entregado,2024-08-02,2024-08-25
1366,1366,2,ExpressShip,5,Centro Central,4,Devuelto,2024-01-04,2024-09-03
1367,1367,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-10-24,2024-11-16
1368,1368,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-09-08,2024-11-03
1369,1369,1,FastDelivery,5,Centro Central,2,En tránsito,2024-02-15,2024-04-08
1370,1370,4,QuickSend,1,Centro Norte,4,Devuelto,2024-04-30,2024-05-28
1371,1371,5,ShipPro,5,Centro Central,2,En tránsito,2024-09-10,2024-09-20
1372,1372,5,ShipPro,1,Centro Norte,2,En tránsito,2024-10-28,2024-11-06
1373,1373,1,FastDelivery,1,Centro Norte,3,Entregado,2024-03-28,2024-03-30
1374,1374,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-02-18,2024-11-03
1375,1375,5,ShipPro,2,Centro Sur,4,Devuelto,2024-01-25,2024-07-02
1376,1376,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-02-02,2024-10-05
1377,1377,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-05-05,2024-10-28
1378,1378,4,QuickSend,3,Centro Oeste,1,En preparación,2024-02-27,2024-07-12
1379,1379,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-10-26,2024-11-15
1380,1380,5,ShipPro,5,Centro Central,3,Entregado,2024-05-02,2024-08-16
1381,1381,3,GlobalCourier,4,Centro Este,3,Entregado,2024-07-27,2024-09-08
1382,1382,3,GlobalCourier,5,Centro Central,1,En preparación,2024-10-13,2024-11-06
1383,1383,2,ExpressShip,2,Centro Sur,1,En preparación,2024-09-27,2024-11-07
1384,1384,5,ShipPro,1,Centro Norte,1,En preparación,2024-01-30,2024-03-25
1385,1385,5,ShipPro,5,Centro Central,2,En tránsito,2024-03-02,2024-07-05
1386,1386,5,ShipPro,4,Centro Este,2,En tránsito,2024-02-04,2024-10-31
1387,1387,4,QuickSend,5,Centro Central,4,Devuelto,2024-09-09,2024-10-12
1388,1388,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-02-15,2024-05-15
1389,1389,2,ExpressShip,4,Centro Este,2,En tránsito,2024-08-09,2024-10-02
1390,1390,4,QuickSend,2,Centro Sur,4,Devuelto,2024-06-26,2024-06-26
1391,1391,4,QuickSend,2,Centro Sur,4,Devuelto,2024-01-25,2024-11-06
1392,1392,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-03-20,2024-06-01
1393,1393,3,GlobalCourier,5,Centro Central,1,En preparación,2024-07-09,2024-07-11
1394,1394,4,QuickSend,3,Centro Oeste,1,En preparación,2024-07-31,2024-09-25
1395,1395,4,QuickSend,5,Centro Central,4,Devuelto,2024-10-24,2024-10-29
1396,1396,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-11-04,2024-11-11
1397,1397,5,ShipPro,4,Centro Este,1,En preparación,2024-01-23,2024-08-26
1398,1398,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-06-04,2024-11-13
1399,1399,4,QuickSend,1,Centro Norte,4,Devuelto,2024-08-05,2024-09-18
1400,1400,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-08-16,2024-08-25
1401,1401,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-01-02,2024-04-29
1402,1402,4,QuickSend,2,Centro Sur,1,En preparación,2024-01-02,2024-03-29
1403,1403,5,ShipPro,2,Centro Sur,2,En tránsito,2024-09-02,2024-09-27
1404,1404,5,ShipPro,4,Centro Este,1,En preparación,2024-06-22,2024-09-24
1405,1405,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-02-29,2024-07-17
1406,1406,1,FastDelivery,5,Centro Central,3,Entregado,2024-03-22,2024-07-27
1407,1407,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-03-18,2024-05-21
1408,1408,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-02-07,2024-06-05
1409,1409,5,ShipPro,2,Centro Sur,3,Entregado,2024-02-14,2024-06-26
1410,1410,4,QuickSend,5,Centro Central,2,En tránsito,2024-05-24,2024-06-26
1411,1411,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-01-15,2024-09-24
1412,1412,5,ShipPro,5,Centro Central,1,En preparación,2024-06-27,2024-07-24
1413,1413,2,ExpressShip,4,Centro Este,2,En tránsito,2024-09-07,2024-09-27
1414,1414,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-07-09,2024-08-29
1415,1415,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-02-14,2024-03-01
1416,1416,3,GlobalCourier,5,Centro Central,1,En preparación,2024-08-14,2024-10-13
1417,1417,3,GlobalCourier,4,Centro Este,3,Entregado,2024-02-20,2024-06-13
1418,1418,4,QuickSend,2,Centro Sur,2,En tránsito,2024-03-08,2024-08-14
1419,1419,5,ShipPro,4,Centro Este,4,Devuelto,2024-09-23,2024-10-13
1420,1420,5,ShipPro,5,Centro Central,1,En preparación,2024-01-15,2024-03-20
1421,1421,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-10-29,2024-11-01
